lemma,freq
hypothéquer,1.43
hypothétique,2.23
hypothétiquement,0.23
hypotonie,0.01
hypoténuse,0.09
hypoxie,0.13
hypoxique,0.16
hysope,0.14
hystérectomie,0.26
hystérie,3.48
hystérique,6.61
hystériquement,0.27
hystéro,0.34
hyène,2.43
hâblerie,0.34
hâbleur,0.54
hâle,3.04
hâlé,2.57
hâte,45.20
hâter,24.05
hâtif,5.61
hâtivement,5.54
hâve,1.28
hère,0.74
hé,288.29
héberge,0.01
hébergement,0.68
héberger,6.49
hébertisme,0.27
hébraïque,1.08
hébraïquement,0.07
hébraïsant,0.07
hébreu,2.97
hébreux,0.40
hébéphrénique,0.02
hébétement,0.07
hébétude,4.05
hébété,4.73
hécatombe,1.69
hédonisme,0.20
hédoniste,0.21
hégire,0.38
hégélianisme,0.07
hégélien,0.16
hégémonie,1.42
hélas,34.73
héler,6.49
hélice,3.85
hélico,0.01
hélicoptère,13.96
hélicoïdal,0.07
hélio,0.07
héliographe,0.01
héliogravure,0.07
héliophanie,0.07
héliotrope,0.41
héliport,0.14
héliporter,0.08
héliporté,0.14
hélitreuiller,0.01
hélium,0.99
hélix,0.07
hématie,0.12
hématine,0.05
hématite,0.07
hématocrite,0.60
hématocèle,0.07
hématologie,0.10
hématologique,0.01
hématologue,0.14
hématome,1.53
hématopoïèse,0.07
hématose,0.07
hématurie,0.02
hémi,0.07
hémicycle,0.34
hémiplégie,0.41
hémiplégique,0.27
hémiptère,0.07
hémisphère,1.76
hémisphérique,0.41
hémistiche,0.20
hémoculture,0.17
hémodialyse,0.04
hémodynamique,0.05
hémoglobine,1.15
hémogramme,0.12
hémolyse,0.07
hémolytique,0.12
hémophile,0.20
hémophilie,0.14
hémoptysie,0.68
hémorragie,9.35
hémorragique,0.25
hémorroïdaire,0.01
hémorroïde,1.69
hémostase,0.13
hémostatique,0.14
héparine,0.28
hépatique,0.50
hépatite,2.12
hépatomégalie,0.01
héraclitéen,0.20
héraldique,1.22
héraut,0.81
hérissement,0.34
hérisser,13.99
hérisson,2.57
hérissé,4.86
héritage,12.37
hériter,12.84
héritier,13.45
héro,4.38
héron,2.36
héros,76.58
héroïde,0.07
héroïnomane,0.02
héroïque,11.28
héroïquement,0.74
héroïsme,5.95
héréditaire,4.59
héréditairement,0.20
hérédité,3.99
hérédo,0.07
hérésiarque,0.20
hérésie,7.91
hérétique,18.65
hésitant,12.09
hésitation,25.14
hésiter,122.43
hétaïre,0.27
hétéro,3.91
hétérochromie,0.03
hétéroclite,4.73
hétérodoxie,0.07
hétérogène,0.34
hétérogénéité,0.14
hétéroptère,0.07
hétérosexualité,0.81
hétérosexuel,3.58
hétérozygote,0.07
hévéa,0.23
hêtraie,0.68
hêtre,10.20
hôpital,133.15
hôte,20.20
hôtel,158.92
hôtel-dieu,0.81
hôtel-restaurant,0.14
hôtelier,1.35
hôtellerie,1.82
hôtesse,8.34
i,71.21
i.e.,0.02
iambe,0.02
iambique,0.15
ibex,0.11
ibis,0.81
ibm,0.07
ibo,0.07
iboga,0.04
ibère,0.14
ibérique,0.61
icarienne,0.04
ice-cream,0.34
iceberg,1.88
icelle,0.34
icelles,0.20
icelui,0.07
ichtyologie,0.15
ichtyologiste,0.02
ici,2411.21
ici-bas,3.58
icoglan,0.14
iconoclaste,0.47
iconographe,0.07
iconographie,0.61
iconographique,0.07
iconostase,0.20
icosaèdre,0.03
ictus,0.07
ictère,0.16
ictérique,0.01
icône,4.73
ide,0.47
idem,2.64
identifiable,1.49
identifiant,0.19
identificateur,0.07
identification,7.14
identifier,38.52
identique,15.41
identiquement,0.54
identitaire,0.41
identitarisme,0.20
identité,34.78
ides,0.54
idiomatique,0.07
idiome,1.35
idiopathique,0.06
idiosyncrasie,0.20
idiosyncrasique,0.01
idiot,90.57
idiotement,0.61
idiotie,5.27
idiotisme,0.14
idoine,0.95
idole,10.07
idolâtre,0.68
idolâtrer,1.15
idolâtrie,1.08
idylle,3.31
idyllique,1.76
idéal,21.85
idéalement,1.22
idéalisation,0.16
idéaliser,0.81
idéalisme,1.96
idéaliste,1.69
idéation,0.03
idée,389.77
idée-clé,0.01
idée-force,0.20
idéel,0.01
idéogramme,0.74
idéographie,0.01
idéographique,0.07
idéologie,4.05
idéologique,2.70
idéologiquement,0.27
idéologue,0.54
if,7.19
iftar,0.07
igloo,1.08
igname,0.34
ignare,1.42
ignifuge,0.07
ignifugeant,0.01
ignifuger,0.17
ignifugé,0.20
ignition,0.34
ignoble,12.30
ignoblement,0.88
ignominie,3.72
ignominieusement,0.47
ignominieux,0.88
ignorance,16.82
ignorant,6.22
ignorer,156.55
ignoré,2.70
igné,0.20
iguane,0.74
iguanodon,0.14
igue,0.07
ikebana,0.07
il,15832.09
iliaque,0.20
ilium,0.01
illettrisme,0.07
illettré,1.54
illicite,1.42
illicitement,0.01
illico,7.16
illimité,3.92
illisible,6.76
illogique,0.88
illogiquement,0.07
illogisme,0.47
illuminant,0.34
illumination,4.19
illuminer,20.00
illuminé,7.57
illusion,47.36
illusionner,1.01
illusionnisme,0.34
illusionniste,0.61
illusoire,5.81
illusoirement,0.14
illustrateur,0.20
illustration,7.91
illustre,9.66
illustrement,0.20
illustrer,11.55
illustrissime,0.54
illustré,5.34
illégal,19.88
illégalement,1.87
illégalité,0.81
illégitime,1.52
illégitimement,0.02
illégitimité,0.20
ilote,0.61
ilotisme,0.14
ils,3075.07
iléus,0.03
image,188.92
imager,1.76
imagerie,2.09
imageur,0.03
imagier,1.01
imaginable,2.36
imaginaire,19.32
imaginairement,0.14
imaginant,0.27
imaginatif,2.09
imagination,48.58
imaginative,0.07
imaginer,241.15
imago,0.07
imagé,1.01
imam,1.27
iman,0.07
imbaisable,0.14
imbattable,2.43
imberbe,1.35
imbiber,7.36
imbibition,0.07
imbibé,0.81
imbitable,0.07
imbittable,0.07
imbrication,0.61
imbriquer,1.35
imbriqué,0.74
imbrisable,0.01
imbroglio,1.69
imbu,1.42
imbuvable,0.60
imbécile,43.42
imbécilement,0.27
imbécillité,2.70
imidazole,0.03
imitable,0.14
imitateur,1.00
imitation,7.30
imiter,41.35
imité,1.82
immaculation,0.54
immaculé,9.39
immanence,0.07
immanent,1.01
immanentisme,0.07
immangeable,0.74
immanquable,0.14
immanquablement,3.24
immarcescible,0.07
immatriculation,4.64
immatriculer,1.15
immatriculé,1.68
immature,2.98
immaturité,0.48
immatérialité,0.07
immatériel,3.72
immense,106.89
immensité,8.45
immensurable,0.14
immensément,2.30
immerger,2.84
immergé,1.42
immersion,1.29
immettable,0.16
immeuble,68.78
immigrant,1.46
immigration,4.91
immigrer,0.68
immigré,2.84
imminence,3.38
imminent,7.64
immiscer,1.62
immixtion,0.54
immobile,116.42
immobilier,6.43
immobilisant,0.07
immobilisation,0.34
immobiliser,30.27
immobilisme,0.27
immobilité,21.96
immodeste,0.20
immodestie,0.07
immodéré,1.22
immodérément,0.20
immolation,0.20
immoler,2.54
immonde,6.28
immondice,2.36
immoral,3.88
immoralement,0.27
immoralisme,0.20
immoraliste,0.07
immoralité,0.67
immortalisation,0.07
immortaliser,1.62
immortalité,4.53
immortel,6.66
immuabilité,0.20
immuable,9.80
immuablement,0.74
immunisation,0.08
immuniser,1.96
immunitaire,1.73
immunité,2.99
immunodéficience,0.04
immunodéficitaire,0.03
immunodéprimé,0.02
immunogène,0.14
immunologie,0.02
immunologique,0.07
immunologiste,0.09
immunostimulant,0.01
immunothérapie,0.01
immutabilité,0.14
immédiat,24.59
immédiatement,56.35
immédiateté,0.07
immémorial,4.93
immérité,0.88
impact,9.54
impair,1.55
impala,1.22
impalpabilité,0.07
impalpable,5.27
impalpablement,0.07
imparable,0.81
imparablement,0.07
impardonnable,3.11
impardonnablement,0.07
imparfait,3.11
imparfaitement,0.81
impartageable,0.07
imparti,0.27
impartial,1.72
impartialement,0.34
impartialité,0.95
impartir,0.95
impassable,0.02
impasse,10.47
impassibilité,2.43
impassible,11.49
impassiblement,0.14
impatiemment,2.50
impatience,33.78
impatiens,0.01
impatient,16.76
impatienter,10.54
impatroniser,0.20
impavide,1.89
impayable,0.81
impayé,0.96
impeachment,0.07
impec,1.96
impeccabilité,0.07
impeccable,10.07
impeccablement,2.64
impedimenta,0.07
impensable,2.94
impensé,0.14
imper,2.91
imperator,0.20
imperceptible,15.27
imperceptiblement,9.73
imperfectible,0.01
imperfection,1.69
imperium,0.08
imperméabilisant,0.01
imperméabiliser,0.23
imperméabilité,0.14
imperméable,11.62
impersonnaliser,0.01
impersonnalité,0.34
impersonnel,5.00
impertinemment,0.07
impertinence,1.69
impertinent,1.14
imperturbable,6.42
imperturbablement,1.01
impie,1.96
impitoyable,10.68
impitoyablement,1.82
impiété,1.08
implacabilité,0.07
implacable,10.54
implacablement,0.20
implant,5.11
implantable,0.01
implantation,0.81
implanter,3.39
implanté,0.41
implication,2.96
implicite,1.28
implicitement,1.15
impliquer,36.80
implorant,3.31
imploration,1.01
implorer,11.88
imploser,0.47
implosif,0.07
implosion,0.23
implosive,0.07
implémentation,0.04
implémenter,0.05
impoli,4.76
impoliment,0.03
impolitesse,1.01
impollu,0.07
impolluable,0.07
impollué,0.47
impondérable,1.08
impopulaire,1.14
impopularité,0.27
import,0.43
import-export,0.47
importable,0.16
importance,75.81
important,229.36
importateur,0.34
importation,2.23
importer,259.37
importun,2.23
importuner,4.66
importé,1.45
imposable,0.29
imposant,9.39
imposer,78.38
imposition,0.69
impossibilité,7.50
impossible,124.54
imposte,0.68
imposteur,6.04
imposture,3.38
imposé,2.70
impotence,0.07
impotent,1.22
impraticabilité,0.01
impraticable,1.35
impratique,0.07
imprenable,2.30
impresario,2.36
imprescriptible,0.41
impression,155.27
impressionnable,1.02
impressionnant,15.91
impressionner,24.98
impressionnisme,0.20
impressionniste,1.15
imprimable,0.01
imprimante,0.95
imprimatur,0.07
imprimer,28.24
imprimerie,9.53
imprimeur,2.97
imprimé,2.84
impro,0.82
improbabilité,0.20
improbable,7.70
improductif,0.85
impromptu,2.43
imprononcé,0.07
imprononçable,0.47
impropre,1.62
improprement,0.11
improuvable,0.03
improvisade,0.01
improvisateur,0.27
improvisation,3.78
improviser,8.92
improvisé,4.19
imprudemment,1.28
imprudence,6.15
imprudent,4.80
imprécateur,0.07
imprécation,3.38
imprécis,7.36
imprécisable,0.20
imprécision,1.01
imprégnant,0.07
imprégnation,0.68
imprégner,17.70
imprégné,1.01
impréparation,0.14
imprésario,1.49
imprésentable,0.20
imprévisibilité,0.20
imprévisible,12.43
imprévisiblement,0.11
imprévision,0.07
imprévoyance,0.47
imprévoyant,0.27
imprévu,8.99
impubliable,0.34
impubère,0.61
impudemment,0.27
impudence,1.35
impudent,1.35
impudeur,4.19
impudicité,0.20
impudique,3.04
impudiquement,0.20
impuissance,16.62
impuissant,11.55
impulsif,2.24
impulsion,8.38
impulsive,0.12
impulsivement,0.34
impulsivité,0.13
impuni,1.48
impunité,1.42
impunément,3.24
impur,4.53
impureté,1.42
imputable,0.74
imputation,0.54
imputer,2.77
imputrescible,0.47
impécunieux,0.27
impécuniosité,0.07
impédance,0.04
impénitent,1.35
impénétrabilité,0.20
impénétrable,6.89
impératif,3.78
impérativement,0.68
impératrice,6.35
impérial,19.12
impériale,0.68
impérialisation,0.01
impérialisme,1.35
impérialiste,1.01
impérieusement,1.69
impérieux,12.09
impérissable,2.03
impéritie,0.20
impétigo,0.41
impétrant,0.27
impétueusement,0.41
impétueux,2.97
impétuosité,0.95
impôt,15.14
in,47.17
in absentia,0.02
in abstracto,0.20
in anima vili,0.07
in cauda venenum,0.14
in extenso,0.54
in extremis,2.64
in memoriam,0.15
in pace,0.16
in petto,1.22
in utero,0.05
in vino veritas,0.05
in vitro,0.34
in vivo,0.07
in-bord,0.01
in-folio,0.61
in-folios,0.20
in-octavo,0.34
in-octavos,0.07
in-quarto,0.07
in-seize,0.07
inabordable,0.34
inabouti,0.14
inacceptable,4.09
inaccessibilité,0.27
inaccessible,10.88
inaccompli,0.47
inaccomplissement,0.07
inaccoutumé,0.61
inachevé,7.09
inachèvement,0.54
inactif,1.29
inaction,2.36
inactivation,0.01
inactivité,0.74
inactivé,0.01
inactuel,0.07
inadaptable,0.07
inadaptation,0.54
inadapté,0.54
inadmissible,3.04
inadvertance,1.55
inadéquat,0.81
inadéquatement,0.01
inadéquation,0.07
inaliénable,0.16
inaltérable,5.14
inaltéré,0.34
inamical,0.41
inamovible,0.95
inanalysable,0.34
inane,0.07
inanimation,0.07
inanimé,3.11
inanition,1.62
inanité,1.28
inapaisable,0.47
inaperçu,7.57
inapplicable,0.07
inapplication,0.07
inapprochable,0.04
inapproprié,1.59
inappréciable,0.68
inappétence,0.27
inapte,2.03
inaptitude,1.01
inarrangeable,0.07
inarticulé,1.55
inassimilable,0.14
inassouvi,1.96
inassouvissable,0.27
inassouvissement,0.07
inassurable,0.02
inattaquable,1.15
inatteignable,0.34
inattendu,25.14
inattentif,1.62
inattention,2.30
inattrapable,0.07
inaudible,5.34
inaugural,1.01
inauguration,3.12
inaugurer,5.54
inauthenticité,0.07
inaverti,0.07
inavouable,2.84
inavouablement,0.07
inavoué,2.09
inca,0.61
incalculable,2.09
incandescence,1.15
incandescent,4.73
incantation,2.50
incantatoire,1.01
incapable,46.22
incapacitant,0.07
incapacité,3.99
incarcération,0.84
incarcérer,1.70
incarcéré,0.35
incarnat,0.41
incarnation,5.20
incarner,16.28
incarné,1.69
incartade,2.03
incassable,0.88
incendiaire,1.89
incendie,22.43
incendier,5.81
incendié,2.43
incernable,0.14
incertain,20.95
incertitude,11.89
incessamment,3.58
incessant,12.23
inceste,3.04
incestueux,1.76
inch allah,0.47
inchangeable,0.07
inchangé,1.69
inchavirable,0.01
inchiffrable,0.14
incidemment,1.28
incidence,1.35
incident,29.93
incinérateur,0.67
incinération,1.62
incinérer,3.79
incirconcis,0.27
incise,0.14
inciser,1.82
incisif,1.89
incision,2.62
incisive,1.42
incitant,0.01
incitateur,0.07
incitatif,0.07
incitation,1.24
inciter,10.47
incivil,0.20
inclassable,0.30
inclinable,0.07
inclinaison,3.04
inclination,2.57
incliner,50.00
inclinomètre,0.01
incliné,5.54
inclure,8.12
inclus,0.81
inclusion,0.14
inclusivement,0.27
inclémence,0.27
inclément,0.07
incoercible,0.61
incoerciblement,0.20
incognito,2.36
incohérence,2.70
incohérent,5.27
incollable,0.14
incolore,5.00
incomber,5.95
incombustible,0.02
incomestible,0.14
incommensurable,1.89
incommensurablement,0.14
incommodant,0.07
incommode,1.55
incommoder,1.96
incommodité,0.68
incommodé,0.41
incommunicabilité,0.12
incommunicable,1.42
incomparable,9.32
incomparablement,1.08
incompatibilité,0.71
incompatible,3.11
incomplet,2.43
incomplètement,0.20
incomplétude,0.01
incompressible,0.03
incompris,1.35
incompréhensible,17.97
incompréhensiblement,0.47
incompréhensif,0.47
incompréhension,4.59
incompétence,1.64
incompétent,2.30
inconcevable,5.68
inconcevablement,0.07
inconciliable,1.22
inconditionnel,1.20
inconditionnellement,0.05
inconditionné,0.20
inconduite,0.68
inconfiance,0.14
inconfort,2.16
inconfortable,2.09
inconfortablement,0.34
incongru,7.50
incongruité,1.49
inconnaissable,0.47
inconnaissance,0.07
inconnu,61.82
inconsciemment,6.28
inconscience,6.69
inconscient,10.74
inconsidéré,1.22
inconsidérément,0.41
inconsistance,0.88
inconsistant,2.50
inconsolable,1.69
inconsolé,0.47
inconsommable,0.14
inconstance,0.95
inconstant,0.85
inconstitutionnel,0.24
inconséquence,1.42
inconséquent,0.88
incontestable,1.89
incontestablement,2.09
incontesté,1.69
incontinence,0.68
incontinent,1.49
incontournable,0.58
incontrôlable,2.65
incontrôlé,1.01
inconvenance,1.28
inconvenant,2.97
inconvertible,0.07
inconvertissable,0.07
inconvénient,9.05
incoordination,0.01
incorporable,0.01
incorporation,1.35
incorporel,0.28
incorporer,7.23
incorrect,2.34
incorrectement,0.07
incorrection,0.34
incorrigible,2.23
incorrigiblement,0.07
incorruptibilité,0.14
incorruptible,1.01
increvable,0.95
incrimination,0.01
incriminer,1.25
incrochetable,0.01
incroyable,74.67
incroyablement,5.55
incroyance,0.34
incroyant,1.08
incrustation,1.62
incruster,14.46
incrédibilité,0.20
incrédule,9.86
incrédulité,5.00
incréé,0.14
incubateur,0.41
incubation,0.54
incube,0.14
incuber,0.17
inculcation,0.07
inculpation,2.55
inculper,7.40
inculpé,1.42
inculquer,4.05
inculte,2.23
incultivable,0.27
inculture,0.41
incurable,2.84
incurablement,0.41
incurie,0.68
incurieux,0.07
incuriosité,0.34
incursion,4.26
incurvation,0.14
incurver,3.11
incurvé,1.42
incus,0.01
indansable,0.01
inde,0.54
indemne,3.11
indemnisable,0.01
indemnisation,0.36
indemniser,0.78
indemnité,3.17
indentation,0.14
indenter,0.04
indentification,0.01
indescriptible,2.70
indescriptiblement,0.07
indestructibilité,0.14
indestructible,4.46
index,32.43
indexation,0.12
indexer,0.27
indexeur,0.02
indic,5.36
indicateur,2.50
indicatif,1.55
indication,12.43
indice,22.13
indiciaire,0.07
indicible,6.35
indiciblement,0.47
indien,12.99
indifféremment,3.45
indifférence,38.31
indifférenciation,0.14
indifférencié,0.74
indifférent,30.14
indifférentisme,0.07
indigence,1.96
indigent,0.95
indigeste,1.15
indigestion,2.03
indigestionner,0.07
indignation,16.28
indigne,10.61
indignement,0.54
indigner,17.23
indignité,2.36
indigné,6.35
indigo,1.55
indigène,5.27
indiquer,54.12
indiqué,2.23
indirect,3.78
indirectement,2.57
indiscernable,1.69
indiscipline,1.01
indiscipliné,1.49
indiscret,8.45
indiscrète,0.11
indiscrètement,0.47
indiscrétion,5.74
indiscutable,5.27
indiscutablement,1.96
indiscuté,0.41
indispensable,21.76
indisponibilité,0.03
indisponible,0.52
indisposer,2.64
indisposition,0.61
indisposé,0.42
indissociable,0.25
indissoluble,0.95
indissolublement,0.54
indistinct,8.24
indistinctement,1.55
indistinction,0.34
individu,31.42
individualiser,0.20
individualisme,1.35
individualiste,0.54
individualisé,0.07
individualité,0.88
individuel,8.11
individuellement,1.22
indivis,0.34
indivisibilité,0.07
indivisible,1.15
indivision,0.07
indivisé,0.07
indo,0.54
indo-européen,0.27
indochinois,1.28
indocile,0.74
indocilité,0.07
indole,0.01
indolemment,0.54
indolence,2.57
indolent,2.91
indolore,0.77
indomptable,1.28
indompté,0.27
indonésien,0.26
indoor,0.05
indosable,0.07
indou,0.27
indu,0.81
indubitable,0.88
indubitablement,0.70
inducteur,0.02
inductif,0.07
induction,0.54
induire,1.69
induit,0.14
indulgence,16.35
indulgent,7.09
industrialisation,0.20
industrialiser,0.14
industrialisé,0.16
industrie,12.51
industrie-clé,0.01
industriel,7.70
industriellement,0.20
industrieusement,0.07
industrieux,1.08
indécelable,0.22
indécemment,0.27
indécence,2.16
indécent,5.27
indéchiffrable,2.97
indéchirable,0.14
indécidable,0.27
indécis,11.42
indécise,0.04
indécises,0.07
indécision,2.16
indécodable,0.03
indécollable,0.07
indécrottable,1.22
indécrottablement,0.07
indéfectible,1.01
indéfectiblement,0.41
indéfendable,0.34
indéfini,2.16
indéfiniment,11.22
indéfinissable,6.01
indéfinissablement,0.14
indéfinition,0.07
indéfriché,0.14
indéfrisable,1.49
indélicat,0.74
indélicatesse,0.74
indélivrable,0.07
indélogeable,0.14
indélébile,3.78
indémaillable,0.41
indémodable,0.14
indémontrable,0.14
indéniable,1.82
indéniablement,0.74
indénouable,0.20
indépassable,0.20
indépendamment,3.45
indépendance,27.16
indépendant,11.11
indépendantisme,0.10
indépendantiste,0.23
indéracinable,0.54
indésirable,1.08
indétectable,0.77
indéterminable,0.07
indétermination,0.34
indéterminé,2.36
indûment,0.81
ineffable,4.46
ineffablement,0.07
ineffaçable,1.22
ineffaçablement,0.07
inefficace,1.28
inefficacité,0.61
inemploi,0.10
inemployable,0.07
inemployé,0.88
inentamable,0.14
inentamé,0.81
inenvisageable,0.05
inepte,3.24
ineptement,0.07
ineptie,1.89
inerte,14.53
inertie,6.62
inertiel,0.11
inespoir,0.07
inespérable,0.07
inespéré,4.32
inespérément,0.07
inessentiel,0.07
inesthétique,0.27
inestimable,2.91
inexact,1.28
inexactement,0.14
inexactitude,0.54
inexcusable,0.77
inexistant,3.65
inexistence,1.62
inexorabilité,0.14
inexorable,4.19
inexorablement,3.92
inexpiable,0.54
inexplicable,7.16
inexplicablement,3.18
inexpliqué,1.55
inexploitable,0.02
inexploité,0.22
inexploré,1.11
inexplosible,0.27
inexpressif,2.64
inexpression,0.07
inexprimable,3.18
inexprimablement,0.20
inexprimé,0.47
inexpugnable,0.41
inexpugnablement,0.07
inexpérience,2.03
inexpérimenté,1.28
inextinguible,0.81
inextirpable,0.07
inextricable,3.31
inextricablement,0.81
infaillibilité,0.95
infaillible,6.28
infailliblement,1.82
infaisable,0.39
infalsifiable,0.01
infamant,2.43
infamie,3.72
infant,5.52
infanterie,10.07
infanticide,0.41
infantile,3.30
infantilement,0.07
infantiliser,0.04
infantilisme,0.74
infarctus,4.87
infatigable,4.80
infatigablement,0.61
infatuation,0.41
infatuer,0.34
infatué,0.14
infect,6.28
infectement,0.07
infecter,9.96
infectieux,0.66
infectiologie,0.01
infection,10.62
infecté,3.40
infernal,13.38
infernalement,0.20
infertile,0.41
infertilité,0.07
infestation,0.12
infester,2.84
infibulation,0.03
infidèle,3.83
infidélité,2.57
infigurable,0.07
infiltrat,0.01
infiltration,1.71
infiltrer,6.88
infime,11.89
infini,27.03
infiniment,17.43
infinitif,0.14
infinitude,0.14
infinité,2.57
infinitésimal,1.22
infinitésimalement,0.07
infirme,6.15
infirmer,1.15
infirmerie,7.43
infirmier,39.56
infirmité,5.88
infirmière-major,0.14
inflammabilité,0.02
inflammable,0.92
inflammation,0.88
inflammatoire,0.04
inflation,2.30
inflationniste,0.14
inflexibilité,0.20
inflexible,4.59
inflexiblement,0.14
inflexion,4.86
infliction,0.03
infliger,14.05
inflorescence,0.07
influence,23.51
influencer,8.30
influent,2.75
influenza,0.07
influençable,0.73
influer,1.82
influx,0.61
infléchi,0.27
infléchir,2.77
infléchissement,0.07
info,25.50
infographie,0.04
infondé,0.81
informant,0.04
informateur,4.15
informaticien,1.03
informatif,0.10
information,63.20
informatique,5.24
informatiquement,0.15
informatiser,0.31
informatisé,0.39
informe,9.53
informel,0.78
informer,37.42
informulable,0.27
informulé,1.01
informé,3.34
infortune,4.19
infortuné,2.57
infoutu,0.14
infra,0.59
infraction,3.95
infranchi,0.07
infranchissable,3.18
infrangible,0.27
infrarouge,1.31
infrason,0.01
infrastructure,0.93
infroissable,0.18
infructueux,1.22
infréquentable,0.20
infus,0.34
infuser,1.82
infusion,2.77
infâme,7.91
infécondité,0.07
inféoder,0.34
inférer,0.20
inférieur,16.89
inférioriser,0.01
infériorité,3.45
ingagnable,0.06
ingambe,0.41
ingestion,0.20
inglorieusement,0.07
inglorieux,0.14
ingouvernable,0.27
ingrat,8.31
ingratement,0.07
ingratitude,3.11
ingrédient,4.22
inguinal,0.14
ingurgitation,0.14
ingurgiter,4.66
inguérissable,1.62
ingénier,3.11
ingénierie,0.94
ingénieur,21.12
ingénieur-chimiste,0.07
ingénieur-conseil,0.14
ingénieusement,0.41
ingénieux,4.32
ingéniosité,3.45
ingénu,1.96
ingénuité,1.15
ingénument,0.95
ingérable,0.16
